Tweet,Date,FC,RC,Hashtags,DOW,Month,Hour,Minute,Time
Just had a very nice meeting with @Reince Priebus and the @GOP. Looking forward to bringing the Party together --- and it will happen!,2016-03-31 19:05:59+00:00,21714,7503,,Thursday,3,19,5,19.08
Please keep your thoughts & prayers with Melissa Young- Miss Wisconsin 2005.,2016-03-30 17:05:51+00:00,15396,6345,,Wednesday,3,17,5,17.08
Final #'s just announced in the GREAT State of MO. TRUMP WINS! New certified #'s show a 365 vote increase for me- @least 12 more delegates!,2016-03-30 00:07:20+00:00,20527,7066,,Wednesday,3,0,7,0.12
Why is this reporter touching me as I leave news conference? What is in her hand??,2016-03-29 19:35:20+00:00,23726,11038,,Tuesday,3,19,35,19.58
"This was the reporters statement- when she found out there was tape from my facility, she changed her tune.",2016-03-29 19:18:53+00:00,12015,5491,,Tuesday,3,19,18,19.3
Victory press conference was over. Why is she allowed to grab me and shout questions? Can I press charges?,2016-03-29 19:05:15+00:00,23334,9049,,Tuesday,3,19,5,19.08
"Why aren't people looking at this reporters earliest statement as to what happened, that is before she found out the episode was on tape?",2016-03-29 16:44:36+00:00,12185,4532,,Tuesday,3,16,44,16.73
"I have millions more votes/hundreds more dels than Cruz or Kasich, and yet am not being treated properly by the Republican Party or the RNC.",2016-03-29 14:16:19+00:00,20513,6337,,Tuesday,3,14,16,14.27
"We need to secure our borders ASAP. No games, we must be smart, tough and vigilant. MAKE AMERICA GREAT AGAIN & MAKE AMERICA STRONG AGAIN!",2016-03-29 01:07:23+00:00,20552,8003,,Tuesday,3,1,7,1.12
"Lyin' Ted, I have already beaten you in all debates, and am way ahead of you in votes and delegates. You should focus on jobs & illegal imm!",2016-03-29 01:04:06+00:00,15078,4488,,Tuesday,3,1,4,1.07
"A detainee released from Gitmo has killed an American. When will our so-called ""leaders"" ever learn!",2016-03-28 17:25:23+00:00,17318,7572,,Monday,3,17,25,17.42
"The United States cannot continue to make such bad, one-sided trade deals. There are only so many jobs we can give up. No more!",2016-03-28 01:17:57+00:00,18696,5932,,Monday,3,1,17,1.28
"See Lyin' Ted, even the @DailyBeast (no fan of mine) says this story came from Rubio, not Trump!",2016-03-27 22:16:52+00:00,11982,6048,,Sunday,3,22,16,22.27
"Just to show you how unfair Republican primary politics can be, I won the State of Louisiana and get less delegates than Cruz-Lawsuit coming",2016-03-27 21:11:43+00:00,23216,8478,,Sunday,3,21,11,21.18
Why can't the pundits be honest? Hopefully we are all looking for a strong and great country again. I will make it strong and great! JOBS!,2016-03-27 20:55:59+00:00,14576,4654,,Sunday,3,20,55,20.92
"Another radical Islamic attack, this time in Pakistan, targeting Christian women & children. At least 67 dead,400 injured. I alone can solve",2016-03-27 20:37:17+00:00,22742,9190,,Sunday,3,20,37,20.62
"Happy Easter to all, have a great day!",2016-03-27 19:41:16+00:00,27162,7611,,Sunday,3,19,41,19.68
"Remember, I am the only candidate who is self-funding. While I am given little credit for this by the voters, I am not bought like others!",2016-03-26 20:16:02+00:00,29339,8921,,Saturday,3,20,16,20.27
"Don't believe the @FoxNews Polls, they are just another phony hit job on me. I will beat Hillary Clinton easily in the General Election.",2016-03-26 20:12:01+00:00,24751,7557,,Saturday,3,20,12,20.2
Nobody will protect our Nation like Donald J. Trump. Our military will be greatly strengthened and our borders will be strong. Illegals out!,2016-03-26 19:20:33+00:00,22732,7825,,Saturday,3,19,20,19.33
Lyin' Ted Cruz is now trying to convince prople that his problems with The National Enq.were caused by me. I had NOTHING to do with story!,2016-03-26 19:13:48+00:00,16511,5388,,Saturday,3,19,13,19.22
"The press is going out of their way to convince people that I do not like or respect women, when they know that it is just the opposite!",2016-03-26 19:01:42+00:00,19436,6487,,Saturday,3,19,1,19.02
"The media is so after me on women Wow, this is a tough business. Nobody has more respect for women than Donald Trump!",2016-03-26 15:19:31+00:00,26091,10429,,Saturday,3,15,19,15.32
"Top suspect in Paris massacre, Salah Abdeslam, who also knew of the Brussels attack, is no longer talking. Weak leaders, ridiculous laws!",2016-03-26 02:43:18+00:00,14644,5036,,Saturday,3,2,43,2.72
"Wow, just released that $67 million in negative ads was spent on me. How am I still number one - by a lot?",2016-03-24 22:42:27+00:00,27448,8829,,Thursday,3,22,42,22.7
"I didn't start the fight with Lyin'Ted Cruz over the GQ cover pic of Melania, he did. He knew the PAC was putting it out - hence, Lyin' Ted!",2016-03-24 22:31:17+00:00,22885,7815,,Thursday,3,22,31,22.52
Just won a big federal lawsuit similar in certain ways to the Trump U case but the press refuses to write about it. If I lost-monster story!,2016-03-24 21:48:17+00:00,22308,6831,,Thursday,3,21,48,21.8
Europe and the U.S. must immediately stop taking in people from Syria. This will be the destruction of civilization as we know it! So sad!,2016-03-24 15:55:32+00:00,20785,8085,,Thursday,3,15,55,15.92
"Just announced that as many as 5000 ISIS fighters have infiltrated Europe. Also, many in U.S. I TOLD YOU SO! I alone can fix this problem!",2016-03-24 15:52:11+00:00,18733,7750,,Thursday,3,15,52,15.87
"It is amazing how often I am right, only to be criticized by the media. Illegal immigration, take the oil, build the wall, Muslims, NATO!",2016-03-24 14:38:13+00:00,18397,6113,,Thursday,3,14,38,14.63
"Remember when I recently said that Brussels is a ""hell hole"" and a mess and the failing @nytimes wrote a critical article. I was so right!",2016-03-24 14:17:57+00:00,13445,4874,,Thursday,3,14,17,14.28
MAKE AMERICA GREAT AGAIN!,2016-03-23 23:25:00+00:00,25525,10612,,Wednesday,3,23,25,23.42
"I will be the best by far in fighting terror. I’m the only one that was right from the beginning, & now Lyin’ Ted & others are copying me.",2016-03-23 19:54:59+00:00,18644,5960,,Wednesday,3,19,54,19.9
Just watched Hillary deliver a prepackaged speech on terror. She’s been in office fighting terror for 20 years- and look where we are!,2016-03-23 19:53:39+00:00,22944,9083,,Wednesday,3,19,53,19.88
Lyin' Ted Cruz denied that he had anything to do with the G.Q. model photo post of Melania. That's why we call him Lyin' Ted!,2016-03-23 14:22:51+00:00,21536,6820,,Wednesday,3,14,22,14.37
"Hopefully the Republican Party can come together and have a big WIN in November, paving the way for many great Supreme Court Justices!",2016-03-23 04:04:34+00:00,22044,6303,,Wednesday,3,4,4,4.07
"Much bigger win than anticipated in Arizona. Thank you, I will never forget!",2016-03-23 03:43:50+00:00,21199,5718,,Wednesday,3,3,43,3.72
"Thank you, Arizona! #Trump2016 #WesternTuesday #TrumpTrain",2016-03-23 03:30:10+00:00,18069,5818,#Trump2016 #WesternTuesday #TrumpTrain,Wednesday,3,3,30,3.5
"Incompetent Hillary, despite the horrible attack in Brussels today, wants borders to be weak and open-and let the Muslims flow in. No way!",2016-03-23 02:59:29+00:00,30469,10944,,Wednesday,3,2,59,2.98
"Lyin' Ted Cruz just used a picture of Melania from a G.Q. shoot in his ad. Be careful, Lyin' Ted, or I will spill the beans on your wife!",2016-03-23 01:53:05+00:00,32507,15066,,Wednesday,3,1,53,1.88
"Pres. Obama should leave the baseball game in Cuba immediately & get home to Washington- where a #POTUS, under a serious emergency belongs!",2016-03-22 22:41:46+00:00,29358,9595,#POTUS,Tuesday,3,22,41,22.68
"Obama, and all others, have been so weak, and so politically correct, that terror groups are forming and getting stronger! Shame.",2016-03-22 19:17:41+00:00,24515,9365,,Tuesday,3,19,17,19.28
"My heart & prayers go out to all of the victims of the terrible #Brussels tragedy. This madness must be stopped, and I will stop it.",2016-03-22 18:21:24+00:00,37761,14118,#Brussels,Tuesday,3,18,21,18.35
Watch this clip from earlier this year. Time & time again I have been right about terrorism. It’s time to get tough! https://www.instagram.com/p/BDQvbInGhWM/,2016-03-22 16:16:10+00:00,14360,6051,,Tuesday,3,16,16,16.27
I have proven to be far more correct about terrorism than anybody- and it’s not even close. Hopefully AZ and UT will be voting for me today!,2016-03-22 15:32:36+00:00,21679,6665,,Tuesday,3,15,32,15.53
MAKE AMERICA GREAT AGAIN!,2016-03-22 14:54:32+00:00,22777,9885,,Tuesday,3,14,54,14.9
"President Obama looks and sounds so ridiculous making his speech in Cuba, especially in the shadows of Brussels. He is being treated badly!",2016-03-22 14:53:34+00:00,17390,4928,,Tuesday,3,14,53,14.88
"Do you all remember how beautiful and safe a place Brussels was. Not anymore, it is from a different world! U.S. must be vigilant and smart!",2016-03-22 12:04:43+00:00,40402,14933,,Tuesday,3,12,4,12.07
"""@BarronG510: @realDonaldTrump The media is corrupt! We The People are fighting with you.""",2016-03-21 02:34:26+00:00,14728,4551,,Monday,3,2,34,2.57
"Wow, President Obama just landed in Cuba, a big deal, and Raul Castro wasn't even there to greet him. He greeted Pope and others. No respect",2016-03-20 20:41:03+00:00,29320,10319,,Sunday,3,20,41,20.68
"So the highly overrated anchor, @megynkelly, is allowed to constantly say bad things about me on her show, but I can't fight back? Wrong!",2016-03-20 19:10:55+00:00,22466,6211,,Sunday,3,19,10,19.17
"The protesters blocked a major highway yesterday, delaying entry to my RALLY in Arizona by hours, and the media blames my supporters!",2016-03-20 18:52:32+00:00,19322,6803,,Sunday,3,18,52,18.87
"Why is it that the horrendous protesters, who scream, curse punch, shut down roads/doors during my RALLIES, are never blamed by media? SAD!",2016-03-20 16:13:50+00:00,39164,14269,,Sunday,3,16,13,16.22
"""@jojo2foxy: TRUMP IS NOT AFRAID OF ANYTHING OR ANYONE - THAT'S THE PRESIDENT USA NEEDS TO UNITE US &amp; KNOCK THE SOCKS OFF OUR ENEMIES!",2016-03-20 04:51:59+00:00,14143,4524,,Sunday,3,4,51,4.85
"Thank you- Tucson, Arizona! A great afternoon with 6,000 supporters! #VoteTrump on Tuesday! #MakeAmericaGreatAgain",2016-03-20 01:39:20+00:00,15588,4482,#VoteTrump #MakeAmericaGreatAgain,Sunday,3,1,39,1.65
"THANK YOU ARIZONA! 20,000 amazing supporters! Get out and #VoteTrump on Tuesday. I love you! #MakeAmericaGreatAgain",2016-03-19 19:38:11+00:00,20917,7114,#VoteTrump #MakeAmericaGreatAgain,Saturday,3,19,38,19.63
"Wow, @CNN ratings are up 75% because it's ""all Trump, all the time."" The networks are making a fortune off of me! MAKE AMERICA GREAT AGAIN!",2016-03-19 15:50:59+00:00,15854,5360,,Saturday,3,15,50,15.83
Great to be back in Arizona! #MakeAmericaGreatAgain #Trump2016,2016-03-19 15:40:55+00:00,13951,4983,#MakeAmericaGreatAgain #Trump2016,Saturday,3,15,40,15.67
Thank you- New York! I love you! #MakeAmericaGreatAgain #Trump2016,2016-03-19 04:40:27+00:00,13044,4849,#MakeAmericaGreatAgain #Trump2016,Saturday,3,4,40,4.67
"I guess I have reached yet another ""ceiling"" - 49.7%, with four people. My highest Reuters poll yet! Thank you!",2016-03-19 01:05:55+00:00,17088,5606,,Saturday,3,1,5,1.08
Do you believe that Hillary Clinton now wants Obamacare for illegal immigrants? She should spend more time taking care of our great Vets!,2016-03-19 00:40:10+00:00,23226,9496,,Saturday,3,0,40,0.67
"Everybody should boycott the @megynkelly show. Never worth watching. Always a hit on Trump! She is sick, &amp; the most overrated person on tv.",2016-03-18 21:55:11+00:00,22662,6988,,Friday,3,21,55,21.92
Thank you Arizona- I love you! #MakeAmericaGreatAgain #Trump2016,2016-03-18 20:41:53+00:00,12064,4263,#MakeAmericaGreatAgain #Trump2016,Friday,3,20,41,20.68
"Failed presidential candidate Mitt Romney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted Cruz. This is good for me!",2016-03-18 20:18:14+00:00,17811,4887,,Friday,3,20,18,20.3
"With millions of dollars of negative and phony ads against me by the establishment, my numbers continue to go up. Can anyone explain this?",2016-03-18 19:44:17+00:00,15822,5229,,Friday,3,19,44,19.73
Senator @LindseyGrahamSC made horrible statements about @SenTedCruz – and then he endorsed him. No wonder nobody trusts politicians!,2016-03-18 19:03:48+00:00,11415,4304,,Friday,3,19,3,19.05
Lyin' Ted Cruz lost all five races on Tuesday-and he was just given the jinx - a Lindsey Graham endorsement. Also backed Jeb. Lindsey got 0!,2016-03-18 16:42:29+00:00,13749,4404,,Friday,3,16,42,16.7
Hillary Clinton has been involved in corruption for most of her professional life!,2016-03-18 00:37:17+00:00,29212,11448,,Friday,3,0,37,0.62
MAKE AMERICA GREAT AGAIN!,2016-03-17 20:30:08+00:00,27002,11579,,Thursday,3,20,30,20.5
Highly overrated & crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on others Megyn!,2016-03-17 16:58:04+00:00,18055,4837,,Thursday,3,16,58,16.97
".@WSJ Editorial says ""Clinton primary vote total is 8,646,551.Trump's is 7,533,692""-a knock. But she had only 3 opponents-I had 16.Apologize",2016-03-17 13:08:55+00:00,13684,4342,,Thursday,3,13,8,13.13
Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating,2016-03-17 10:40:53+00:00,17835,4729,,Thursday,3,10,40,10.67
"Stuart Stevens, the failed campaign manager of Mitt Romney's historic loss, is now telling the Republican Party what to do with Trump. Sad!",2016-03-17 10:09:00+00:00,11211,3666,,Thursday,3,10,9,10.15
"Thank you, Missouri! #Trump2016",2016-03-16 21:21:43+00:00,14412,4111,#Trump2016,Wednesday,3,21,21,21.35
"Wow, just won Missouri!",2016-03-16 18:56:09+00:00,22993,6256,,Wednesday,3,18,56,18.93
"Thank you to the Governor of Florida, Rick Scott, for your endorsement. I greatly appreciate your support!",2016-03-16 17:14:37+00:00,16680,4728,,Wednesday,3,17,14,17.23
"In the last 2 weeks, I had $35M of negative ads against me in Florida & I won in a massive landslide.The establishment should save their $$!",2016-03-16 17:13:17+00:00,20899,6647,,Wednesday,3,17,13,17.22
Yesterday was amazing—5 victories. Lyin’ Ted Cruz had zero. Things are going very well!,2016-03-16 17:04:49+00:00,14662,4379,,Wednesday,3,17,4,17.07
Is this what we want for a President? https://www.instagram.com/p/BDBS8bYGhWr/,2016-03-16 16:19:58+00:00,13135,6278,,Wednesday,3,16,19,16.32
"Thank you Marco, I agree!",2016-03-16 03:16:09+00:00,26314,12335,,Wednesday,3,3,16,3.27
Watching other networks and local news. Really good night! Crazy @megynkelly is unwatchable.,2016-03-16 00:09:08+00:00,14246,4310,,Wednesday,3,0,9,0.15
"Thank you, Florida! #SuperTuesday #MakeAmericaGreatAgain #Trump2016",2016-03-16 00:05:34+00:00,20976,8306,#SuperTuesday #MakeAmericaGreatAgain #Trump2016,Wednesday,3,0,5,0.08
"Word is that, despite a record amount spent on negative and phony ads, I had a massive victory in Florida. Numbers out soon!",2016-03-15 23:06:59+00:00,17506,4857,,Tuesday,3,23,6,23.1
A lot of complaints from people saying my name is not on the ballot in various places in Florida? Hope this is false.,2016-03-15 19:11:12+00:00,16599,6563,,Tuesday,3,19,11,19.18
"I will bring our jobs back to the U.S., and keep our companies from leaving. Nobody else can do it. Our economy will ""sing"" again.",2016-03-15 16:16:16+00:00,14741,5234,,Tuesday,3,16,16,16.27
"Ohio is losing jobs to Mexico, now losing Ford (and many others). Kasich is weak on illegal immigration. We need strong borders now!",2016-03-15 15:03:34+00:00,13707,4482,,Tuesday,3,15,3,15.05
"North Carolina lost 300,000 manufacturing jobs and Ohio lost 400,000 since 2000. Going to Mexico etc. NO MORE IF I WIN, WE WILL BRING BACK!",2016-03-15 13:37:24+00:00,11563,5038,,Tuesday,3,13,37,13.62
"Just in, big news- I have been declared the winner of the CNMI Rep Caucus with 72.8% of the vote! Thank you! #SuperTuesday #VoteTrump",2016-03-15 12:38:37+00:00,13305,4544,#SuperTuesday #VoteTrump,Tuesday,3,12,38,12.63
"Don't reward Mitt Romney, who let us all down in the last presidential race, by voting for Kasich (who voted for NAFTA, open borders etc.).",2016-03-15 11:31:46+00:00,11896,4434,,Tuesday,3,11,31,11.52
"Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!",2016-03-15 10:39:06+00:00,16182,6214,,Tuesday,3,10,39,10.65
"I will bring our jobs back to America, fix our military and take care of our vets, end Common Core and ObamaCare, protect 2nd A, build WALL",2016-03-15 10:25:53+00:00,16671,6631,,Tuesday,3,10,25,10.42
"Kasich voted for NAFTA, a disaster for Ohio, and now wants the even worse TPP approved. Vote Trump and end this madness!",2016-03-15 04:10:00+00:00,10581,4128,,Tuesday,3,4,10,4.17
"Sadly, this kind of stuff even happened to Ronald Reagan. There is nothing nice about it! #MakeAmericaGreatAgain",2016-03-15 01:11:17+00:00,19549,11355,#MakeAmericaGreatAgain,Tuesday,3,1,11,1.18
"THANK YOU - Youngstown, Ohio! I love you! Get out & #VoteTrump tomorrow. #Trump2016",2016-03-15 00:48:09+00:00,11351,3918,#VoteTrump #Trump2016,Tuesday,3,0,48,0.8
Kasich has helped decimate the coal and steel industries in Ohio. I will bring them back! #MakeAmericaGreatAgain,2016-03-14 16:59:52+00:00,10764,4792,#MakeAmericaGreatAgain,Monday,3,16,59,16.98
We don't have a country- if we don't have borders. #VoteTrump Video: https://www.facebook.com/DonaldTrump/videos/10156659139295725/,2016-03-14 12:55:28+00:00,14966,6180,#VoteTrump,Monday,3,12,55,12.92
Just received from @PeteRose_14. Thank you Pete! #VoteTrump on Tuesday Ohio! #Trump2016 #MakeAmericaGreatAgain,2016-03-14 00:13:41+00:00,25430,9796,#VoteTrump #Trump2016 #MakeAmericaGreatAgain,Monday,3,0,13,0.22
The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!,2016-03-13 18:53:07+00:00,12769,4612,,Sunday,3,18,53,18.88
Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination- & should not be allowed to compete in Ohio on Tue.,2016-03-13 18:26:20+00:00,12626,4719,,Sunday,3,18,26,18.43
Carly Fiorina- I agree! Ted Cruz is just another politician. All talk- no action!,2016-03-13 17:07:00+00:00,11714,5398,,Sunday,3,17,7,17.12
"Ohio Gov.Kasich voted for NAFTA, from which Ohio has never recovered. Now he wants TPP, which will be even worse. Ohio steel and coal dying!",2016-03-13 11:58:17+00:00,10611,4965,,Sunday,3,11,58,11.97
"Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie, or my supporters will go to yours!",2016-03-13 11:48:44+00:00,28451,10960,,Sunday,3,11,48,11.8
"Wow, Kasich didn't qualify to run in the state of Pennsylvania, not enough signatures. Big problem!",2016-03-13 03:30:04+00:00,14330,5310,,Sunday,3,3,30,3.5
USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! https://t.co/tkzbHg7wyD?ssr=true,2016-03-12 23:41:57+00:00,17195,8819,,Saturday,3,23,41,23.68
"Do the people of Ohio know that John Kasich is STRONGLY in favor of Common Core! In other words, education of your children from D.C. No way",2016-03-12 22:47:59+00:00,13674,5711,,Saturday,3,22,47,22.78
"Just finished my second speech. 20K in Dayton & 25K in Cleveland- perfectly behaved crowd. Thanks- I love you, Ohio!",2016-03-12 20:21:30+00:00,24670,8136,,Saturday,3,20,21,20.35
It is Clinton and Sanders people who disrupted my rally in Chicago - and then they say I must talk to my people. Phony politicians!,2016-03-12 18:36:45+00:00,24626,10380,,Saturday,3,18,36,18.6
We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. No way to run a country!,2016-03-12 18:07:04+00:00,13629,5295,,Saturday,3,18,7,18.12
"Word is-early voting in FL is very dishonest. Little Marco, his State Chairman, & their minions are working overtime-trying to rig the vote.",2016-03-12 18:06:24+00:00,11635,5376,,Saturday,3,18,6,18.1
"Thank you Dayton, Ohio! 20,000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016",2016-03-12 18:02:39+00:00,15426,5367,#MakeAmericaGreatAgain #Trump2016,Saturday,3,18,2,18.03
MAKE AMERICA GREAT AGAIN!,2016-03-12 14:55:15+00:00,23497,10784,,Saturday,3,14,55,14.92
The rally in Cincinnati is ON. Media put out false reports that it was cancelled. Will be great - love you Ohio!,2016-03-12 14:35:09+00:00,12900,4512,,Saturday,3,14,35,14.58
Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,2016-03-12 13:35:19+00:00,11265,4859,,Saturday,3,13,35,13.58
"The organized group of people, many of them thugs, who shut down our First Amendment rights in Chicago, have totally energized America!",2016-03-12 11:44:54+00:00,33822,20880,,Saturday,3,11,44,11.73
It means so much to me- receiving an endorsement from Phyllis Schlafly. A truly great woman & conservative.,2016-03-11 22:40:31+00:00,16873,5682,,Friday,3,22,40,22.67
This was a great evening- I would like to thank everyone for their wonderful support.,2016-03-09 03:58:28+00:00,19662,5014,,Wednesday,3,3,58,3.97
Thank you Michigan! #Trump2016,2016-03-09 02:02:25+00:00,17607,5880,#Trump2016,Wednesday,3,2,2,2.03
Thank you Mississippi! #Trump2016,2016-03-09 01:28:43+00:00,15721,5023,#Trump2016,Wednesday,3,1,28,1.47
"The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!",2016-03-08 20:57:48+00:00,12376,4639,#Mediafraud,Tuesday,3,20,57,20.95
"Mitt Romney had his chance and blew it. Lindsey Graham ran for president, got ZERO, and quit! Why are they now spokesmen against me? Sad!",2016-03-08 17:36:00+00:00,14003,4503,,Tuesday,3,17,36,17.6
"Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!",2016-03-08 16:21:11+00:00,16036,6122,,Tuesday,3,16,21,16.35
MAKE AMERICA GREAT AGAIN!,2016-03-08 15:23:49+00:00,15422,7734,,Tuesday,3,15,23,15.38
"People forget, it was Club for Growth that asked me for $1 million. I said no & they went negative. Extortion! http://bit.ly/1X8uN9v",2016-03-08 02:54:34+00:00,7303,3151,,Tuesday,3,2,54,2.9
"I employ many people in Hawaii at my great hotel in Honolulu. I’ll be there very soon. Vote for me, Hawaii!",2016-03-08 02:25:08+00:00,11605,3486,,Tuesday,3,2,25,2.42
"Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000! Thank you!",2016-03-08 01:49:39+00:00,13715,4516,,Tuesday,3,1,49,1.82
"Thank you Idaho! I love your potatoes- nobody grows them better. As President, I will protect your market.",2016-03-07 22:48:21+00:00,12264,4277,,Monday,3,22,48,22.8
"It was great being in Michigan. Remember, I am the only presidential candidate who will bring jobs back to the U.S.and protect car industry!",2016-03-07 21:23:58+00:00,11606,3873,,Monday,3,21,23,21.38
Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!,2016-03-07 16:50:14+00:00,14322,4784,,Monday,3,16,50,16.83
"Leaving for North Carolina. Big crowd, will be fun!",2016-03-07 15:23:00+00:00,10002,2808,,Monday,3,15,23,15.38
"I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida",2016-03-07 13:10:22+00:00,12919,4682,,Monday,3,13,10,13.17
"We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of $'s in false ads!",2016-03-07 13:03:16+00:00,15620,6008,,Monday,3,13,3,13.05
"Lindsey Graham is all over T.V., much like failed 47% candidate Mitt Romney. These nasty, angry, jealous failures have ZERO credibility!",2016-03-07 12:03:59+00:00,12218,4166,,Monday,3,12,3,12.05
How do you fight millions of dollars of fraudulent commercials pushing for crooked politicians? I will be using Facebook & Twitter. Watch!,2016-03-07 02:58:38+00:00,22629,7780,,Monday,3,2,58,2.97
"All of the phony T.V. commercials against me are bought and payed for by SPECIAL INTEREST GROUPS, the bandits that tell your pols what to do",2016-03-07 02:54:29+00:00,16292,5887,,Monday,3,2,54,2.9
"Nancy Reagan, the wife of a truly great President, was an amazing woman. She will be missed!",2016-03-06 17:26:01+00:00,22841,6723,,Sunday,3,17,26,17.43
".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!",2016-03-06 05:40:37+00:00,16212,4472,,Sunday,3,5,40,5.67
Thank you Kentucky! #Trump2016 #SuperSaturday,2016-03-06 03:48:02+00:00,14199,4352,#Trump2016 #SuperSaturday,Sunday,3,3,48,3.8
I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!,2016-03-05 18:09:50+00:00,10812,3663,#LittleMarco,Saturday,3,18,9,18.15
"Will be in Orlando, Florida, this afternoon. 25,000 people expected. This is a movement like our GREAT COUNTRY has never seen before!",2016-03-05 14:39:43+00:00,10960,3538,,Saturday,3,14,39,14.65
"For all of today's voters please remember that I am the only candidate that is self funding my campaign, I am not bought and paid for!",2016-03-05 13:22:18+00:00,17230,5676,,Saturday,3,13,22,13.37
"Thank you Macomb County, Michigan! #MakeAmericaGreatAgain #Trump2016",2016-03-04 16:35:25+00:00,9593,3190,#MakeAmericaGreatAgain #Trump2016,Friday,3,16,35,16.58
Thank you America! #Trump2016 https://www.facebook.com/DonaldTrump/posts/10156716236140725:0,2016-03-04 12:13:00+00:00,11681,4873,#Trump2016,Friday,3,12,13,12.22
MY POSITION ON VISAS #MakeAmericaGreatAgain #Trump2016 https://www.donaldjtrump.com/press-releases/donald-j.-trump-position-on-visas,2016-03-04 05:24:18+00:00,10997,5263,#MakeAmericaGreatAgain #Trump2016,Friday,3,5,24,5.4
"The Better Business Bureau report, with an A rating for Trump University. #GOPDebate https://www.facebook.com/DonaldTrump/posts/10156715088630725:0",2016-03-04 04:30:45+00:00,15424,7070,#GOPDebate,Friday,3,4,30,4.5
"Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot! Guy owned helicopter company- don't think I ever even used.",2016-03-04 01:29:17+00:00,10888,3174,,Friday,3,1,29,1.48
Senator Sessions will serve as the Chairman of my National Security Advisory Committee. https://www.facebook.com/DonaldTrump/posts/10156714551570725:0,2016-03-04 01:20:00+00:00,11720,5235,,Friday,3,1,20,1.33
On my way to see the great people of Maine. Will be landing in Portland in 2 hours. Look forward to it! #Trump2016,2016-03-03 16:09:34+00:00,12363,2949,#Trump2016,Thursday,3,16,9,16.15
Will miss @RealBenCarson tonight at the #GOPDebate. I hope all of Ben's followers will join the #TrumpTrain. We will never forget.,2016-03-03 15:51:29+00:00,19368,6459,#GOPDebate #TrumpTrain,Thursday,3,15,51,15.85
The phony lawsuit against Trump U could have been easily settled by me but I want to go to court. 98% approval rating by students. Easy win,2016-03-03 14:21:14+00:00,10114,3183,,Thursday,3,14,21,14.35
Why did Mitt Romney BEG me for my endorsement four years ago?,2016-03-03 11:59:47+00:00,17071,6552,,Thursday,3,11,59,11.98
"I am the only one who can beat Hillary Clinton. I am not a Mitt Romney, who doesn't know how to win. Hillary wants no part of ""Trump""",2016-03-03 11:47:21+00:00,20961,7718,,Thursday,3,11,47,11.78
"Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!",2016-03-03 11:40:17+00:00,12433,4252,,Thursday,3,11,40,11.67
"I have brought millions of people into the Republican Party, while the Dems are going down. Establishment wants to kill this movement!",2016-03-03 11:30:35+00:00,19779,5788,,Thursday,3,11,30,11.5
"Failed candidate Mitt Romney,who ran one of the worst races in presidential history,is working with the establishment to bury a big ""R"" win!",2016-03-03 11:22:32+00:00,13319,4525,,Thursday,3,11,22,11.37
"""@malski1954: I changed parties to vote for you, no one else measures up to you, The GOPe needs a reality check. Our country is at stake""",2016-03-03 03:38:29+00:00,10145,3003,,Thursday,3,3,38,3.63
Looks like two-time failed candidate Mitt Romney is going to be telling Republicans how to get elected. Not a good messenger!,2016-03-03 03:33:07+00:00,19282,6423,,Thursday,3,3,33,3.55
Millions of dollars being spent on false TV ads by special interest groups who own Rubio & Cruz.When you see them think of your puppet POLS,2016-03-03 03:18:30+00:00,11163,3944,,Thursday,3,3,18,3.3
"Because of me, the Republican Party has taken in millions of new voters, a record. If they are not careful, they will all leave. Sad!",2016-03-03 03:05:35+00:00,14815,4671,,Thursday,3,3,5,3.08
